会社名,電話番号,メールアドレス,お問い合わせフォームURL,担当者,ステータス,事業内容,売上規模,創業年数,上場区分,チケットツール,メモ,業種,ランク,イベント規模,主催者,LINE公式,LINE公式アカウント情報,判定根拠
公益財団法人千葉市美術館,043-221-2311,webmaster@ccma-net.jp,https://www.ccma-net.jp/contact/,,,展示・企画展の主催、館の運営,,,,,,博物館・科学館,,,〇,,,企画展を自主主催し入場券を自館で販売、公式サイトで確認。LINE公式は未確認
公益財団法人明石市立文化博物館,078-918-5400,otoiawase@akashibunpaku.com,https://www.akashibunpaku.com/contact.html,,,展示・企画展の主催、館の運営,,,,,,博物館・科学館,,,〇,,,企画展を自主主催し入場券を自館で販売、公式サイトで確認。LINE公式は未確認
公益財団法人ニッセイ文化振興財団,0570-00-7777,saiyou@nissaytheatre.or.jp,https://www.nissaytheatre.or.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人京都芸術センター,075-213-1000,info@kac.or.jp,,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人八王子市学園都市文化ふれあい財団,042-621-3004,kyoku@hachiojibunka.or.jp,https://www.hachiojibunka.or.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人可児市文化芸術振興財団,0574-60-3311,tonbo.sora@me.com,https://kpac.or.jp/contact/,,,自主事業として公演を企画・主催,,15年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人小金井市体育協会,,info@koganei-bunka.jp,https://koganei-bunka.jp/contact/,,,自主事業として公演を企画・主催,,32年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人山口市文化振興財団,083-901-2222,information@ycam.jp,https://www.ycam.jp/query/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人広島市文化財団,082-249-8385,hirobun@h-bunka.or.jp,https://www.hiroshima-bunka.jp/modules/contactus0/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人新国立劇場運営財団,,opera09@nntt.jac.go.jp,https://www.nntt.jac.go.jp/performance/calendar.html,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人日立市民科学文化財団,0294-24-7711,salon@civic.jp,https://www.civic.jp/news/page000124.html,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人東京国際文化交流財団,03-5579-6446,tbpartner@t-bunka.jp,https://www.t-bunka.jp/contact-us/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人東京子ども図書館,03-3565-7711,honya@tcl.or.jp,https://www.tcl.or.jp/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人東京都公園協会,03-3232-3011,kouhou@tokyo-park.or.jp,https://www.tokyo-park.or.jp/inquiry/,,,採用情報 入札情報 よくある質問(FAQ) プレスリリース イベント情報 生物多様性について 防災について お問合せ,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人松本市芸術文化振興財団,0263-33-3800,mpac@mpac.jp,https://www.mpac.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人板橋区文化・国際交流財団,03-3579-3005,itabashi-ci-kokusai@itabashi-ci.org,https://www.itabashi-ci.org/contact/general_affairs/step1.html,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人横須賀芸術文化財団,046-828-1600,shien@yokosuka-arts.or.jp,https://www.yokosuka-arts.or.jp/performance/calendar/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人水戸市芸術振興財団,029-227-8111,contrepoint@arttowermito.or.jp,https://www.arttowermito.or.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人沖縄コンベンションビューロー,098-859-6123,sanjo@ocvb.or.jp,https://www.ocvb.or.jp/contact,,,部署紹介 事業スケジュール 花笠マハエ・マハ朗 沖縄観光大使 沖縄観光xSDGs 公募・支援情報 公募情報 支援情報,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人清水文化会館,054-353-8885,info@marinart.jp,https://www.marinart.jp/form/index.html,,,サイトポリシー 個人情報について 事業者会社情報,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人瀬戸内海文化,087-813-0853,privacy@setouchi-artfest.jp,https://setouchi-artfest.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人町田市文化・国際交流財団,042-728-4300,info@m-shimin-hall.jp,https://www.m-shimin-hall.jp/facility_information/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人目黒区芸術文化振興財団,03-5701-2924,persimmon-j@persimmon.or.jp,https://www.persimmon.or.jp/performance/sponsored/,,,自主事業として公演を企画・主催,,30年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人秋田市文化創造館,018-893-5656,info@akitacc.jp,,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人練馬区文化振興協会,03-3993-3311,info@amanojaku.info,https://www.neribun.or.jp/contact/index.html,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人調布市文化・コミュニティ振興財団,042-481-7222,mail@chofu-culture-community.org,https://www.chofu-culture-community.org/contact,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人豊中市文化振興財団,06-6864-3901,info-rose@toyonaka-hall.jp,https://www.toyonaka-hall.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人長岡市芸術文化振興財団,0258-29-7715,lyric@nagaoka-caf.or.jp,https://www.nagaoka-caf.or.jp/lyric/performance/event#organize,,,について １．自主文化事業 舞台芸術に関する鑑賞・招聘事業の企画及び実施 創作・市民参加型による事業の企画及び実施 ,,30年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人高崎財団,027-321-7304,s-tennis@takasaki-foundation.or.jp,https://www.takasaki-foundation.or.jp/about.php#information,,,等について、写真・動画等を活用し、情報を発信する。 2. コメント管理 財団は、財団アカウントを通じて、専ら情報発信,,42年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
