会社名,電話番号,メールアドレス,お問い合わせフォームURL,担当者,ステータス,事業内容,売上規模,創業年数,上場区分,チケットツール,メモ,業種,ランク,イベント規模,主催者,LINE公式,LINE公式アカウント情報,判定根拠
公益財団法人北九州市芸術文化振興財団,093-562-3016,,,,,沿革 事業計画・事業報告・財務諸表等 資料は予算（前年度末）・決算（年度終了後）の理事会に提出した資料です。 最新の,,50年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人千葉県文化振興財団,043-222-0077,,https://www.cbs.or.jp/contact,,,自主事業として公演を企画・主催,,14年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人埼玉県芸術文化振興財団,048-858-5500,,https://www.saf.or.jp/information/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人宮崎県立芸術劇場,,shisetsu@miyazaki-ac.jp,https://miyazaki-ac.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人愛媛県文化振興財団,089-927-4777,,https://www.ecf.or.jp/contact/,,,文化芸術及び伝統文化の振興 文化事業の企画及び実施 文化活動の支援及び協働 文化情報の収集及び発信 愛媛県県民文化会,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人愛知県文化振興事業団,052）971-5511,,https://www.aac.pref.aichi.jp/information/000723.html,,,を掲載しました 2024.07.24 １１階展望回廊の再開について 2024.06.03 こころのおやつ「AAC タ,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人日本伝統文化振興財団,,info@japo-net.or.jp,https://jtcf.jp/contact,,,お問い合わせ 個人情報保護方針 デジタルアーカイブ 歴史的音源について アーカイブ事業 お問い合わせ --> CD・,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人横浜市芸術文化振興財団,,,,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人福岡市文化芸術振興財団,092-263-6300,,https://www.ffac.or.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人立川市地域文化振興財団,042-526-1311,yamada@example.com,https://risuru.hall-info.jp/contact/,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人静岡県舞台芸術センター,054-203-5730,recafe@spac.or.jp,https://spac.or.jp/access,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
呉服座,072-752-0529,,,,,自主事業として公演を企画・主催,,,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
株式会社篠原演劇企画,03-3845-6421,,https://www.shinohara-engeki.jp/inquiry/,,,劇場経営 劇場・健康ランド・ホテル施設等への大衆演劇斡旋 劇場・健康ランド・ホテル施設等のイベントコンサルティング業,,75年,,,,文化事業・公演主催,,,〇,,,自主公演を主催しチケットを自社販売、公式サイトで確認。LINE公式は未確認
一般社団法人落語協会,03-3833-8563,,https://www.rakugo-kyokai.jp/contact,,,,,,,,,演芸興行,,,〇,,,自社で興行を企画・主催。公式サイトを確認、LINE公式は未確認のため空欄
公益社団法人落語芸術協会,,,https://www.geikyo.com/inquiry/index,,,,,,,,,演芸興行,,,〇,,,自社で興行を企画・主催。公式サイトを確認、LINE公式は未確認のため空欄
新宿末廣亭,03-3351-2974,,,,,自主公演の企画・主催,,,,,,演芸興行,,,〇,,,自主公演を主催しチケットを自社で販売、公式サイトで確認。LINE公式は未確認
池袋演芸場,03-3971-4545,,,,,自主公演の企画・主催,,,,,,演芸興行,,,〇,,,自主公演を主催しチケットを自社で販売、公式サイトで確認。LINE公式は未確認
浅草演芸ホール,03-3841-6545,,https://www.asakusaengei.com/contact/,,,自主公演の企画・主催,,,,,,演芸興行,,,〇,,,自主公演を主催しチケットを自社で販売、公式サイトで確認。LINE公式は未確認
鈴本演芸場,,,,,,自主公演の企画・主催,,,,,,演芸興行,,,〇,,,自主公演を主催しチケットを自社で販売、公式サイトで確認。LINE公式は未確認
KAMIKAWA・士別サムライブレイズ,,,,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
兵庫ブレイバーズ,,,https://ks-bravers.com/contact/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
別海パイロットスピリッツ,0153-75-2531,,https://betsukai-pilotspirits.com/contact-2/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
北九州下関フェニックス,,,https://phoenix2022.co.jp/contact.html,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
和歌山ウェイブス,,,https://wakayama-waves.jp/contact/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
埼玉武蔵ヒートベアーズ,048-598-5634,,https://musashibears.com/contact,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
堺シュライクス,072-230-4675,info@sakai-shrikes.jp,https://sakai-shrikes.jp/contact,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
大分B-リングス,097-588-1662,,https://oitabrings.jp/contact/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
大阪ゼロロクブルズ,,,,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
姫路イーグレッターズ,,,https://egreters.com/contact,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
宮崎サンシャインズ,0985-34-9030,,https://miyazaki-sunshines.jp/contact/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
富山GRNサンダーバーズ,0766-50-8980,9dzfd9fv@g.bmb.jp,https://tbirds.jp/inquiry/,,,プロ野球独立リーグの球団運営、主催試合の興行,,20年,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
山梨ファイアーウィンズ,,noreply@zebral.jp,https://yamanashi-firewinds.jp/contact,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
徳島インディゴソックス,088-679-8915,info@mail.com,https://indigo-socks.com/contact/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
愛媛マンダリンパイレーツ,089-914-8102,,https://www.m-pirates.jp/contact,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
栃木ゴールデンブレーブス,0296-34-6030,,https://tochigi-braves.jp/contact_inquiry/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
石川ミリオンスターズ,076-282-9723,,https://www.m-stars.jp/info,,,プロ野球独立リーグの球団運営、主催試合の興行,,20年,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
福島レッドホープス,024-923-1789,,https://red-hopes.com/contact/sponsor,,,プロ野球独立リーグの球団運営、主催試合の興行,,8年,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
美唄ブラックダイヤモンズ,,,https://bibai-blackdiamonds.com/contact/,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
茨城アストロプラネッツ,,info@ibaraki-planets.jp,https://www.ibaraki-planets.jp/contact/index.html,,,茨城アストロプラネッツの管理・運営 代表者 代表取締役 小谷野 宗靖 メール info@ibaraki-planet,,8年,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
香川オリーブガイナーズ,087-881-0355,info@moneyball.cloud,https://oliveguyners.com/information,,,プロ野球独立リーグの球団運営、主催試合の興行,,,,,,独立リーグ野球,,,〇,,,独立リーグの球団。自主興行でチケットも自社販売、公式サイトで確認。LINE公式は未確認
公益財団法人日本相撲協会,03-3622-0366,,https://www.sumo.or.jp/IrohaKyokaiInformation/wrap/,,,,,,,,,相撲興行,,大,〇,,,自社で興行を企画・主催。公式サイトを確認、LINE公式は未確認のため空欄
公益財団法人日本舞台芸術振興会,03-3791-8888,info@nbs.or.jp,https://www.nbs.or.jp/global/form/mailformpro-2024wbf-auction-nbs/,,,自主公演の企画・主催,,,,,,舞台芸術招聘,,,〇,,,自主公演を主催しチケットを自社で販売、公式サイトで確認。LINE公式は未確認
