会社名,電話番号,メールアドレス,お問い合わせフォームURL,担当者,ステータス,事業内容,売上規模,創業年数,上場区分,チケットツール,メモ,業種,ランク,イベント規模,主催者,LINE公式,LINE公式アカウント情報,判定根拠
京都勤労者演劇協会,075-231-3730,rouen@beige.plala.or.jp,https://www.kyotorouen.jp/information.html,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
函館演劇鑑賞会,0138-51-7376,hakenkan@msc.ncv.ne.jp,,,,会員制で演劇公演を企画・主催、例会の運営,,56年,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
徳島市民劇場,,tsg1960@beach.ocn.ne.jp,,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
旭川市民劇場,0166-23-1655,a-enkan@potato10.hokkai.net,,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
泉南演劇鑑賞会,072-472-3804,muedakinokuni@gmail.com,https://sennan-enkan.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b-2/,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
演劇鑑賞会北座,011-241-7081,kitaza.info@mbh.nifty.com,,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
神戸演劇鑑賞会,078-381-8244,kobeenkan@nifty.com,https://kobeenkan.my.coocan.jp/information.html,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
金沢市民劇場,076-263-5057,kangeki@skyblue.ocn.ne.jp,,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
香川市民劇場,087-821-7891,ksg@geki.info,,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
鳥取演劇鑑賞会,0857-23-6486,ttenkan@orange.ocn.ne.jp,https://ttenkan.wixsite.com/my-site-3/contact,,,会員制で演劇公演を企画・主催、例会の運営,,,,,,演劇鑑賞団体,,,〇,,,会員制の演劇鑑賞団体。例会公演を自主主催しチケットを自団体で扱う。LINE公式は未確認
NPO法人アートステージ空知,0125-23-6330,takikawa-onkan@grape.plala.or.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
いいだ音楽鑑賞会,0265-24-0209,anb64197@nifty.com,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
にいがた音楽鑑賞会,025-228-5979,niigata-onkan@h5.dion.ne.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
はこだて音楽鑑賞協会,0138-32-1773,onkan@seagreen.ocn.ne.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
ひろしま音楽鑑賞協会,082-234-6262,h-onkan@mx41.tiki.ne.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
コンサート米子,0859-34-3173,rouon@sanmedia.or.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
三木労音,0794-82-9775,info@mikiroon.com,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
佐賀労音,0952-26-2361,roon@star.saganet.ne.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
加古川労音,079-423-9640,ka_rouon@maia.eonet.ne.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
労音府中センター,042-334-8471,ro-on@ro-onfuchu.com,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
労音東部センター,03-3879-6191,toubu@ro-on.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
大阪新音,06-6926-4888,osaka-shinon@beach.ocn.ne.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
奈良労音,0742-26-1415,nararouon2@yahoo.co.jp,,,,会員制で音楽公演を企画・主催、例会の運営,,,,,,音楽鑑賞団体,,,〇,,,会員制の音楽鑑賞団体。例会公演を自主主催、全国労音一覧の連絡先で確認
